name,class_name,num_vertices,num_faces,num_triangles,num_quads,bb_dim_x,bb_dim_y,bb_dim_z,bb_diagonal,barycenter,major_eigenvector
AquaticAnimal/m66.obj,AquaticAnimal,4117,8196,8196,0,0.471776,0.424022,1.0,1.184215880091126,[-0.  0.  0.],[ 1.00000000e+00 -6.05196464e-09  1.30648016e-07]
AquaticAnimal/m67.obj,AquaticAnimal,14000,27996,27996,0,0.236562,0.38323799999999997,1.0,1.0967374090856936,[ 0. -0.  0.],[ 1.00000000e+00 -1.29305363e-08  3.35514830e-09]
AquaticAnimal/m68.obj,AquaticAnimal,553,1098,1098,0,0.171373,0.272483,1.0,1.0505311468100316,[ 0.  0. -0.],[ 1.00000000e+00  4.04677946e-07 -4.31274123e-10]
AquaticAnimal/m69.obj,AquaticAnimal,317,560,560,0,0.266366,0.347537,1.0,1.0916651557712191,[ 0.  0. -0.],[ 1.00000000e+00  9.23466785e-08 -8.89336907e-08]
AquaticAnimal/m70.obj,AquaticAnimal,320,560,560,0,0.253002,0.45191899999999996,1.0,1.1261619752793113,[-0.  0. -0.],[ 1.00000000e+00 -1.06849602e-08  1.72512823e-07]
AquaticAnimal/m71.obj,AquaticAnimal,420,836,836,0,0.316815,0.366256,1.0,1.1110873960949246,[ 0. -0.  0.],[ 1.00000000e+00  2.74773573e-08 -3.12636806e-07]
AquaticAnimal/m72.obj,AquaticAnimal,331,590,590,0,0.24892399999999998,0.453787,1.0,1.126004351299319,[0. 0. 0.],[ 1.00000000e+00  2.11270543e-08 -1.50784189e-07]
AquaticAnimal/m73.obj,AquaticAnimal,285,564,564,0,0.36849600000000005,0.599236,1.0,1.2226500258504067,[0. 0. 0.],[ 1.00000000e+00  1.12295189e-07 -1.45656924e-07]
AquaticAnimal/m74.obj,AquaticAnimal,162,336,336,0,0.316566,0.358956,1.0,1.1086313374120362,[ 0. -0.  0.],[ 1.00000000e+00 -1.55438376e-07 -5.16084864e-07]
AquaticAnimal/m75.obj,AquaticAnimal,298,512,512,0,0.27735899999999997,0.537296,1.0,1.1685953133985263,[-0.  0. -0.],[ 1.00000000e+00 -8.50345652e-08 -2.92389697e-07]
AquaticAnimal/m76.obj,AquaticAnimal,1583,3164,3164,0,0.388968,0.33843599999999996,1.0,1.1250933432920132,[0. 0. 0.],[1.00000000e+00 1.68028213e-08 8.15154690e-07]
AquaticAnimal/m77.obj,AquaticAnimal,11578,23022,23022,0,0.392346,0.48636500000000005,1.0,1.1791888300611568,[-0.  0. -0.],[ 1.00000000e+00 -1.04641628e-08  2.38859896e-07]
AquaticAnimal/m78.obj,AquaticAnimal,468,734,734,0,0.389112,0.461092,1.0,1.1679100911491433,[ 0. -0.  0.],[ 1.00000000e+00 -3.66681195e-08 -1.06388224e-06]
AquaticAnimal/m79.obj,AquaticAnimal,166,226,226,0,0.282032,0.23699399999999998,1.0,1.0656961129046123,[-0.  0.  0.],[ 1.00000000e+00 -4.70415925e-08  1.23873517e-06]
AquaticAnimal/m80.obj,AquaticAnimal,1104,2104,2104,0,0.298883,0.393156,1.0,1.1153038545728244,[ 0. -0. -0.],[ 1.00000000e+00 -4.19849613e-08  1.67874125e-08]
AquaticAnimal/m81.obj,AquaticAnimal,857,1673,1673,0,0.40625500000000003,0.289352,1.0,1.1174827537501417,[0. 0. 0.],[ 1.00000000e+00 -5.26180868e-09  6.26506602e-07]
Bed/D00031.obj,Bed,1867,3590,3590,0,0.350403,0.882339,1.0,1.3788779399678566,[ 0.  0. -0.],[ 1.00000000e+00 -1.16666449e-09 -3.01309547e-10]
Bed/D00110.obj,Bed,1926,3644,3644,0,0.348435,0.7089110000000001,1.0,1.274347580193881,[0. 0. 0.],[ 1.00000000e+00 -2.18351695e-08 -5.23548374e-10]
Bed/D00121.obj,Bed,15368,24612,24612,0,0.568143,0.823249,1.0,1.4143993016294938,[-0.  0.  0.],[1.00000000e+00 1.81386548e-08 3.52799233e-09]
Bed/D00184.obj,Bed,7218,14204,14204,0,0.522059,0.838387,1.0,1.4055028855359921,[ 0.  0. -0.],[-1.00000000e+00 -2.28398948e-08  1.03186016e-08]
Bed/D00210.obj,Bed,22063,34247,34247,0,0.602548,0.875641,1.0,1.4593872869067348,[ 0.  0. -0.],[ 1.00000000e+00 -1.63396948e-08 -4.43760853e-11]
Bed/D00213.obj,Bed,2277,4536,4536,0,0.35178600000000004,0.481965,1.0,1.1644928728940336,[ 0. -0.  0.],[ 1.00000000e+00  3.69387256e-08 -2.87734047e-09]
Bed/D00217.obj,Bed,3238,6272,6272,0,0.329387,0.491133,1.0,1.161769090421156,[-0.  0.  0.],[ 1.00000000e+00 -1.19407642e-08  3.77699268e-08]
Bed/D00307.obj,Bed,2644,5259,5259,0,0.327664,1.0,0.923781,1.4002624871276814,[ 0.  0. -0.],[ 1.00000000e+00  5.89296768e-09 -4.09219825e-09]
Bed/D00322.obj,Bed,9342,14796,14796,0,0.482989,0.428195,1.0,1.1902223876847553,[-0.  0.  0.],[1.00000000e+00 1.06664163e-08 4.61860989e-08]
Bed/D00417.obj,Bed,12808,24736,24736,0,0.37998000000000004,0.741234,1.0,1.301465575094478,[0. 0. 0.],[ 1.00000000e+00 -7.10407001e-09 -8.20579512e-10]
Bed/D00538.obj,Bed,7136,13868,13868,0,0.387347,0.666179,1.0,1.262470656470874,[0. 0. 0.],[ 1.00000000e+00 -2.45822907e-08  5.77245770e-09]
Bed/D00545.obj,Bed,415,838,838,0,0.44445,0.724908,1.0,1.3126413870376021,[-0. -0. -0.],[ 1.00000000e+00 -5.70812485e-08 -3.38001203e-08]
Bed/D00552.obj,Bed,6349,12251,12251,0,0.49951199999999996,1.0,0.889729,1.4286811861241122,[0. 0. 0.],[ 1.00000000e+00  1.17111761e-08 -2.04364420e-10]
Bed/D00565.obj,Bed,826,1628,1628,0,0.31308199999999997,0.71817,1.0,1.2703497501176595,[-0. -0.  0.],[-1.00000000e+00 -1.53427128e-08  4.52098731e-09]
Bed/D00650.obj,Bed,3752,7443,7443,0,0.399301,0.5196989999999999,1.0,1.1956288467588927,[-0.  0.  0.],[ 1.00000000e+00 -8.81430324e-09 -2.17028611e-08]
Bed/D00735.obj,Bed,453,684,684,0,0.488383,0.678839,1.0,1.3035874894344452,[ 0. -0. -0.],[ 1.00000000e+00 -5.88355600e-08 -5.43983125e-09]
Bed/D00836.obj,Bed,1563,3154,3154,0,0.440768,0.36190900000000004,1.0,1.151197009249503,[-0. -0. -0.],[1.00000000e+00 7.55996559e-09 5.03560997e-08]
Bed/D00839.obj,Bed,16364,32648,32648,0,0.408815,0.800415,1.0,1.344542255360537,[-0. -0. -0.],[-1.00000000e+00  1.18163536e-08  2.98388309e-09]
Bed/D00969.obj,Bed,13151,23918,23918,0,0.558422,0.8484659999999999,1.0,1.425387555452902,[-0.  0. -0.],[ 1.00000000e+00 -1.32010911e-08 -2.13803405e-09]
Bed/D00988.obj,Bed,768,624,624,0,0.39872,0.654744,1.0,1.2600267235007359,[-0.  0.  0.],[1.00000000e+00 6.04803305e-08 9.20203730e-10]
Bed/m945.obj,Bed,8116,15659,15659,0,0.708861,0.6990479999999999,1.0,1.4110818628361006,[ 0. -0. -0.],[ 1.00000000e+00 -2.58103660e-08 -1.13307326e-09]
Bed/m946.obj,Bed,449,644,644,0,0.49386199999999997,0.493861,1.0,1.2197534022764602,[0. 0. 0.],[1.00000000e+00 4.01615597e-08 3.79181847e-07]
Bed/m947.obj,Bed,441,584,584,0,0.435129,0.720101,1.0,1.3068598612100686,[0. 0. 0.],[ 1.00000000e+00 -3.22015197e-08 -9.91426428e-09]
Bed/m948.obj,Bed,4597,9038,9038,0,0.907097,1.0,0.9249320000000001,1.6365586369064202,[-0. -0. -0.],[ 1.00000000e+00 -2.46881025e-08 -1.12840580e-08]
Bed/m949.obj,Bed,706,1388,1388,0,1.0,0.492527,0.979276,1.4837669392141746,[ 0.  0. -0.],[-1.00000000e+00  4.94609230e-07 -7.39553581e-09]
Bed/m950.obj,Bed,437,724,724,0,0.7569680000000001,0.9373560000000001,1.0,1.5657703611194076,[ 0. -0.  0.],[ 1.00000000e+00 -5.14934458e-08  1.31219388e-08]
Bed/m951.obj,Bed,363,572,572,0,0.516283,0.7801819999999999,1.0,1.3693911381387716,[-0.  0. -0.],[ 1.00000000e+00 -5.01656518e-08  1.23133935e-08]
Bicycle/D00016.obj,Bicycle,2769,5049,5049,0,0.2066,0.68346,1.0,1.228739651675651,[-0. -0.  0.],[ 1.00000000e+00 -1.22809837e-08 -2.64145748e-08]
Bicycle/D00033.obj,Bicycle,2192,4448,4448,0,0.304593,0.5864929999999999,1.0,1.1986454582978237,[ 0.  0. -0.],[ 1.00000000e+00 -2.66358239e-08  3.06069952e-08]
Bicycle/D00040.obj,Bicycle,25426,50650,50650,0,0.32943199999999995,0.6394880000000001,1.0,1.231856462729323,[-0. -0. -0.],[1.00000000e+00 6.58217075e-09 2.64240049e-11]
Bicycle/D00077.obj,Bicycle,16416,32265,32265,0,0.350204,0.713962,1.0,1.2776480654155118,[0. 0. 0.],[ 1.00000000e+00  4.40670952e-09 -2.26922123e-09]
Bicycle/D00078.obj,Bicycle,22674,44740,44740,0,0.397511,0.797364,1.0,1.3393298113672374,[-0.  0. -0.],[ 1.00000000e+00 -5.88126019e-09 -1.70826080e-08]
Bicycle/D00462.obj,Bicycle,56754,111471,111471,0,0.267842,0.627942,1.0,1.2108057203069367,[-0. -0.  0.],[ 1.00000000e+00  1.25078138e-09 -4.58616459e-09]
Bicycle/D00514.obj,Bicycle,6951,12939,12939,0,0.208781,0.651233,1.0,1.2114841832438423,[ 0.  0. -0.],[1.0000000e+00 3.1335248e-09 1.2694689e-08]
Bicycle/D00536.obj,Bicycle,30832,60488,60488,0,0.48291300000000004,0.7326889999999999,1.0,1.3304278019832567,[0. 0. 0.],[ 1.00000000e+00 -1.38590034e-09 -1.46228275e-09]
Bicycle/D00555.obj,Bicycle,34364,64544,64544,0,0.357124,0.654202,1.0,1.2472039962171384,[-0. -0. -0.],[ 1.00000000e+00 -4.67833214e-09  1.01369029e-09]
Bicycle/D00558.obj,Bicycle,19417,37661,37661,0,0.26812,0.592284,1.0,1.1927651365864111,[-0. -0.  0.],[1.00000000e+00 6.11438817e-09 1.21789527e-08]
Bicycle/D00567.obj,Bicycle,436,916,916,0,0.290182,0.640667,1.0,1.222562799210331,[ 0.  0. -0.],[ 1.00000000e+00 -6.65646501e-08 -6.81937964e-09]
Bicycle/D00621.obj,Bicycle,2769,5049,5049,0,0.20659899999999998,0.68346,1.0,1.2287394835362782,[ 0.  0. -0.],[ 1.00000000e+00 -3.48232334e-08  5.08784032e-09]
Bicycle/D00708.obj,Bicycle,22495,44110,44110,0,0.31020800000000004,0.7445809999999999,1.0,1.2847684105802881,[ 0. -0.  0.],[-1.00000000e+00 -1.60948619e-08  2.99630001e-09]
Bicycle/D00750.obj,Bicycle,3053,5484,5484,0,0.307761,0.8032619999999999,1.0,1.3190703824152068,[-0.  0. -0.],[ 1.00000000e+00 -3.11655126e-08  9.15030972e-09]
Bicycle/D00838.obj,Bicycle,23397,45925,45925,0,0.30821699999999996,0.719342,1.0,1.269823071161097,[0. 0. 0.],[ 1.00000000e+00 -1.45552266e-08  2.58978672e-11]
Bicycle/D00847.obj,Bicycle,22672,44707,44707,0,0.397512,0.797366,1.0,1.3393312988577546,[-0. -0. -0.],[ 1.00000000e+00  9.22327615e-09 -8.91829542e-10]
Bicycle/D00904.obj,Bicycle,5354,10548,10548,0,0.207041,0.701991,1.0,1.2392164216802486,[ 0.  0. -0.],[1.00000000e+00 3.57817024e-08 5.35896408e-10]
Bicycle/D00930.obj,Bicycle,29173,57224,57224,0,0.392752,0.793959,1.0,1.3358985841690978,[-0. -0. -0.],[ 1.00000000e+00  4.24923880e-09 -1.30759103e-09]
Bicycle/D00931.obj,Bicycle,32603,64230,64230,0,0.319199,0.684711,1.0,1.2532825519897737,[ 0. -0.  0.],[ 1.00000000e+00  7.37626818e-09 -7.51118815e-09]
Bicycle/D00974.obj,Bicycle,6045,12065,12065,0,0.23198400000000002,0.729738,1.0,1.25949756843751,[-0.  0. -0.],[ 1.00000000e+00  2.82914792e-08 -1.09018004e-08]
Bicycle/m1472.obj,Bicycle,524,846,846,0,0.41073400000000004,0.7017599999999999,1.0,1.2888636531286,[-0.  0. -0.],[ 1.00000000e+00  5.08936170e-08 -8.20875661e-08]
Bicycle/m1473.obj,Bicycle,2192,4448,4448,0,0.304593,0.5864940000000001,1.0,1.198645947594618,[0. 0. 0.],[ 1.00000000e+00 -1.38454113e-08  4.21595500e-08]
Bicycle/m1475.obj,Bicycle,6049,12065,12065,0,0.231982,0.729692,1.0,1.2594705487576912,[-0.  0.  0.],[ 1.00000000e+00  1.11896205e-08 -3.06335278e-09]
Bicycle/m1476.obj,Bicycle,436,916,916,0,0.290182,0.640667,1.0,1.222562799210331,[ 0. -0. -0.],[-1.00000000e+00 -1.46758829e-07 -4.44202350e-08]
Bicycle/m1477.obj,Bicycle,22682,44727,44727,0,0.397512,0.797365,1.0,1.3393307035116457,[ 0.  0. -0.],[ 1.00000000e+00 -2.06276797e-08  2.98740513e-08]
Bicycle/m1478.obj,Bicycle,2769,5049,5049,0,0.2066,0.683459,1.0,1.2287390954474429,[-0. -0. -0.],[ 1.00000000e+00  2.19720812e-08 -6.74961392e-08]
Biplane/D00069.obj,Biplane,3242,6326,6326,0,0.20277,0.510644,1.0,1.1409964801155172,[-0.  0.  0.],[ 1.00000000e+00 -7.03972627e-08  2.77935230e-08]
Biplane/D00132.obj,Biplane,287,348,348,0,0.20112200000000002,0.6664,1.0,1.2184166031715096,[-0. -0.  0.],[-1.00000000e+00 -5.78354779e-08 -1.51188981e-08]
Biplane/D00178.obj,Biplane,10942,8057,8057,0,0.19579000000000002,1.0,0.589209,1.1770730520154642,[ 0. -0. -0.],[ 1.00000000e+00  1.03762808e-08 -1.45514143e-08]
Biplane/D00199.obj,Biplane,2584,3764,3764,0,0.28904399999999997,0.774745,1.0,1.297604041671033,[-0. -0. -0.],[1.00000000e+00 4.39905351e-08 4.64468093e-09]
Biplane/D00246.obj,Biplane,14082,9353,9353,0,0.167824,0.5180309999999999,1.0,1.1386487658347502,[0. 0. 0.],[ 1.00000000e+00 -2.12399881e-08  1.12071226e-08]
Biplane/D00276.obj,Biplane,567,916,916,0,0.448038,1.0,0.8215680000000001,1.3695663649739651,[-0.  0. -0.],[-1.00000000e+00  6.19497034e-08 -2.73315687e-08]
Biplane/D00277.obj,Biplane,22427,41567,41567,0,0.254648,1.0,0.727428,1.2625359793241537,[-0.  0. -0.],[1.00000000e+00 2.06681101e-08 1.34569712e-08]
Biplane/D00320.obj,Biplane,9723,17476,17476,0,0.22542299999999998,0.59713,1.0,1.1863303780267114,[ 0.  0. -0.],[ 1.00000000e+00 -6.13896265e-08 -7.56205752e-09]
Biplane/D00373.obj,Biplane,5941,12536,12536,0,0.323696,1.0,0.798802,1.3201756457456713,[0. 0. 0.],[ 1.00000000e+00  1.78605281e-08 -2.08566181e-09]
Biplane/D00410.obj,Biplane,2167,4254,4254,0,0.20488,0.520427,1.0,1.1457836081603716,[-0. -0.  0.],[1.00000000e+00 9.56869608e-08 7.11146160e-09]
Biplane/D00490.obj,Biplane,24998,46318,46318,0,0.245258,1.0,0.681771,1.2348939966673254,[-0. -0.  0.],[ 1.00000000e+00  7.99937448e-09 -1.01081062e-08]
Biplane/D00515.obj,Biplane,5381,10522,10522,0,0.291,1.0,0.880253,1.3636445079304944,[-0. -0.  0.],[ 1.00000000e+00  3.16036427e-08 -7.43638186e-09]
Biplane/D00601.obj,Biplane,18086,36024,36024,0,0.514612,0.879128,1.0,1.4274773381486656,[0. 0. 0.],[1.00000000e+00 3.12002976e-08 1.39024030e-08]
Biplane/D00616.obj,Biplane,20306,37102,37102,0,0.226015,0.47313400000000005,1.0,1.1291317736123627,[-0. -0. -0.],[ 1.00000000e+00 -5.59567893e-09  1.25746355e-08]
Biplane/D00632.obj,Biplane,624,1024,1024,0,0.293903,1.0,0.78729,1.306217637880074,[ 0. -0. -0.],[ 1.00000000e+00 -9.55936179e-08  2.14042405e-08]
Biplane/D00634.obj,Biplane,48973,77264,77264,0,0.294922,0.799173,1.0,1.3136424437467753,[-0. -0. -0.],[ 1.00000000e+00  1.03938913e-08 -2.45876314e-09]
Biplane/D00666.obj,Biplane,469,794,794,0,0.22286,0.993436,1.0,1.4270885276309946,[-0.  0.  0.],[ 1.00000000e+00  8.06018006e-08 -1.31696895e-07]
Biplane/D00854.obj,Biplane,18966,37292,37292,0,0.263734,1.0,0.72045,1.2603982804082208,[0. 0. 0.],[1.00000000e+00 3.45838418e-09 3.22525015e-09]
Biplane/D00890.obj,Biplane,45079,47490,47490,0,0.32741200000000004,1.0,0.909395,1.3907544297139591,[-0. -0. -0.],[ 1.00000000e+00  2.66692825e-08 -9.41872820e-09]
Biplane/D00900.obj,Biplane,27750,49863,49863,0,0.240146,1.0,0.694061,1.2407218757791771,[ 0. -0. -0.],[1.00000000e+00 6.27550871e-09 1.35280633e-09]
Biplane/m1118.obj,Biplane,10676,20408,20408,0,0.248176,0.541036,1.0,1.1637488046275277,[-0.  0.  0.],[ 1.00000000e+00 -6.46162891e-08 -1.30074169e-09]
Biplane/m1119.obj,Biplane,863,1550,1550,0,0.34201099999999995,0.83785,1.0,1.3486897888769678,[0. 0. 0.],[ 1.00000000e+00  6.91010193e-08 -2.07273456e-08]
Biplane/m1120.obj,Biplane,65722,129881,129881,0,0.321089,1.0,0.8933800000000001,1.3788495096713782,[ 0. -0. -0.],[-1.00000000e+00  2.18875062e-09 -1.60050961e-09]
Biplane/m1121.obj,Biplane,1062,1913,1913,0,0.322062,1.0,0.80888,1.3258999910415568,[-0.  0. -0.],[-1.00000000e+00 -5.41907341e-08  3.14592880e-08]
Biplane/m1122.obj,Biplane,6704,11577,11577,0,0.312545,1.0,0.953584,1.4166886821320344,[0. 0. 0.],[ 1.00000000e+00  1.15884149e-08 -2.16532973e-08]
Biplane/m1123.obj,Biplane,1015,1756,1756,0,0.291902,1.0,0.71496,1.2634771779513867,[ 0.  0. -0.],[1.00000000e+00 1.46292901e-08 8.56806215e-10]
Biplane/m1124.obj,Biplane,390,572,572,0,0.22670300000000002,1.0,0.637867,1.207587909801187,[ 0.  0. -0.],[1.00000000e+00 1.44455808e-07 5.32961384e-08]
Biplane/m1125.obj,Biplane,434,656,656,0,0.263211,0.814392,1.0,1.316250113080717,[-0. -0.  0.],[ 1.00000000e+00  1.99217137e-08 -5.76457779e-09]
Biplane/m1126.obj,Biplane,770,1316,1316,0,0.231101,1.0,0.8034209999999999,1.303415887367497,[-0. -0. -0.],[-1.00000000e+00 -6.85833861e-08  2.79688756e-08]
Biplane/m1127.obj,Biplane,354,520,520,0,0.206652,1.0,0.825729,1.3132149216883733,[ 0. -0.  0.],[1.00000000e+00 8.13092598e-09 6.04274975e-10]
Biplane/m1128.obj,Biplane,718,1232,1232,0,0.224135,0.9928170000000001,1.0,1.4268574188453451,[-0.  0.  0.],[-1.00000000e+00  1.17560676e-07  1.94129753e-08]
Biplane/m1129.obj,Biplane,3351,6272,6272,0,0.289308,1.0,0.715164,1.2629959088453138,[0. 0. 0.],[ 1.00000000e+00 -4.35399852e-08  3.09390248e-09]
Biplane/m1131.obj,Biplane,482,768,768,0,0.213562,1.0,0.7202500000000001,1.2507472927590129,[-0. -0.  0.],[1.00000000e+00 8.50099678e-08 4.53901162e-08]
Biplane/m1132.obj,Biplane,882,1428,1428,0,0.197386,1.0,0.7353609999999999,1.2568679458546947,[-0. -0.  0.],[1.00000000e+00 5.22212543e-09 8.94014436e-09]
Biplane/m1133.obj,Biplane,624,1024,1024,0,0.293903,1.0,0.78729,1.306217637880074,[0. 0. 0.],[ 1.00000000e+00 -3.68170499e-08  7.46422736e-08]
Biplane/m1134.obj,Biplane,338,512,512,0,0.14273,0.5490269999999999,1.0,1.1496966989728203,[ 0. -0.  0.],[ 1.00000000e+00  4.67706858e-08 -8.19166559e-08]
Biplane/m1135.obj,Biplane,264,360,360,0,0.165435,0.5487139999999999,1.0,1.152586566389267,[-0. -0.  0.],[1.00000000e+00 4.95273715e-07 6.33186463e-08]
Biplane/m1136.obj,Biplane,904,1628,1628,0,0.218543,1.0,0.562271,1.1678654547035803,[0. 0. 0.],[-1.00000000e+00  2.60582013e-07  5.53951162e-08]
Biplane/m1137.obj,Biplane,408,524,524,0,0.17070000000000002,0.462123,1.0,1.1147628255054973,[ 0. -0.  0.],[ 1.00000000e+00  2.50932437e-07 -2.13597455e-08]
Biplane/m1138.obj,Biplane,2050,3586,3586,0,0.383447,0.9758709999999999,1.0,1.4489153910598092,[0. 0. 0.],[ 1.00000000e+00 -1.05094746e-07  3.18016283e-07]
Biplane/m1139.obj,Biplane,2920,4234,4234,0,0.263897,0.665048,1.0,1.229605818509737,[-0. -0.  0.],[1.00000000e+00 2.00918294e-08 1.01439471e-08]
Biplane/m1141.obj,Biplane,11819,23138,23138,0,0.300788,0.626794,1.0,1.2179261633530991,[-0. -0. -0.],[ 1.00000000e+00 -2.33559337e-08 -3.44433254e-08]
Biplane/m1143.obj,Biplane,3336,6570,6570,0,0.203249,0.5108999999999999,1.0,1.1411962872358987,[-0.  0.  0.],[-1.00000000e+00  6.44850993e-09  6.68271525e-09]
Biplane/m1144.obj,Biplane,3627,6736,6736,0,0.264534,1.0,0.729182,1.2655767958839954,[ 0.  0. -0.],[ 1.00000000e+00 -3.76342928e-08  4.48638532e-08]
Biplane/m1146.obj,Biplane,1700,3016,3016,0,0.276956,0.8984,1.0,1.3725258416277633,[0. 0. 0.],[1.00000000e+00 2.36040612e-08 2.58037366e-08]
Bird/D00089.obj,Bird,233,462,462,0,0.234578,0.549076,1.0,1.1646936472137213,[-0. -0.  0.],[1.00000000e+00 1.36458674e-07 2.18546878e-07]
Bird/D00113.obj,Bird,15871,31702,31702,0,0.661226,1.0,0.867082,1.479544192580945,[-0.  0.  0.],[ 1.00000000e+00 -4.00298710e-09 -5.78032181e-09]
Bird/D00164.obj,Bird,8188,16135,16135,0,0.262266,0.528575,1.0,1.1611093770101937,[ 0. -0.  0.],[-1.00000000e+00  1.15713988e-07  1.38914696e-08]
Bird/D00234.obj,Bird,1247,2468,2468,0,0.306759,0.803512,1.0,1.318989241133149,[ 0. -0.  0.],[1.00000000e+00 1.07057467e-07 7.90150967e-08]
Bird/D00271.obj,Bird,12813,24753,24753,0,0.196684,1.0,0.690713,1.231165725735167,[0. 0. 0.],[ 1.00000000e+00  1.51431010e-08 -1.06720383e-08]
Bird/D00284.obj,Bird,13253,26516,26516,0,0.237118,1.0,0.477816,1.1333724347186145,[-0.  0. -0.],[-1.00000000e+00  1.16291622e-08 -6.03208350e-09]
Bird/D00323.obj,Bird,260,364,364,0,0.044165,0.265211,1.0,1.035513120026009,[0. 0. 0.],[ 1.00000000e+00 -2.62874053e-08  2.28749989e-07]
Bird/D00386.obj,Bird,1751,3498,3498,0,0.10691200000000001,0.315967,1.0,1.0541656989453794,[-0. -0.  0.],[1.00000000e+00 4.08010434e-08 1.77486802e-07]
Bird/D00438.obj,Bird,1824,3709,3709,0,0.127832,0.468478,1.0,1.1116711099547385,[ 0. -0.  0.],[ 1.00000000e+00 -1.76477958e-08 -1.03034147e-07]
Bird/D00442.obj,Bird,9745,17119,17119,0,0.507439,0.631761,1.0,1.2870960724988636,[ 0. -0.  0.],[ 1.00000000e+00  8.30680926e-08 -4.89034369e-08]
Bird/D00546.obj,Bird,1162,2012,2012,0,0.198285,0.34113,1.0,1.0750286592109999,[-0. -0.  0.],[1.00000000e+00 1.59639629e-07 6.93925670e-09]
Bird/D00599.obj,Bird,1792,3626,3626,0,0.100241,0.38207199999999997,1.0,1.0751870866342286,[-0. -0.  0.],[ 1.00000000e+00  4.20759852e-08 -2.71121341e-08]
Bird/D00625.obj,Bird,1091,1398,1398,0,0.46277199999999996,0.7046680000000001,1.0,1.3079430087767585,[-0.  0.  0.],[ 1.00000000e+00 -1.00718529e-07  3.83398667e-08]
Bird/D00689.obj,Bird,2683,5388,5388,0,0.262256,0.287906,1.0,1.0731579913377154,[0. 0. 0.],[ 1.00000000e+00  3.31804257e-08 -1.15223829e-07]
Bird/D00736.obj,Bird,3947,7898,7898,0,0.140305,0.480916,1.0,1.1184657759989798,[ 0. -0.  0.],[ 1.0000000e+00 -3.3359626e-08  2.1125217e-08]
Bird/D00762.obj,Bird,950,1896,1896,0,0.3683,1.0,0.873469,1.3778944023258821,[-0.  0. -0.],[-1.00000000e+00  7.09611399e-08  4.37027179e-08]
Bird/D00862.obj,Bird,757,1507,1507,0,0.258651,0.480515,1.0,1.1392080604639347,[ 0. -0.  0.],[-1.00000000e+00  3.89019435e-07 -4.48470453e-08]
Bird/D00922.obj,Bird,903,1794,1794,0,0.46082900000000004,0.770133,1.0,1.3436771207883238,[-0. -0.  0.],[1.00000000e+00 3.75060374e-07 1.63316409e-07]
