name,class_name,num_vertices,num_faces,num_triangles,num_quads,bb_dim_x,bb_dim_y,bb_dim_z,bb_diagonal,barycenter,major_eigenvector,median_eigenvector,minor_eigenvector,mass_directions
AquaticAnimal/m71.obj,AquaticAnimal,420,836,836,0,0.30099,0.346535,0.95,1.0550741615284682,[0.175 0.154 0.645],[9.99999998e-01 5.99883998e-05 3.32008001e-05],[ 5.97499674e-05 -9.99974540e-01  7.13552897e-03],[ 3.36280038e-05 -7.13552697e-03 -9.99974541e-01],[1 1 1]
AquaticAnimal/m72.obj,AquaticAnimal,331,590,590,0,0.431203,0.237828,0.95,1.07004587976077,[0.241 0.102 0.591],[-9.99823090e-01  3.92209703e-04  1.88051804e-02],[0.018806   0.00221412 0.9998207 ],[ 3.50502440e-04  9.99997472e-01 -2.22110491e-03],[1 1 1]
AquaticAnimal/m73.obj,AquaticAnimal,285,564,564,0,0.95,0.585865,0.35118099999999997,1.1700708922907193,[0.461 0.27  0.2  ],[ 1.12510364e-03 -4.94466347e-05  9.99999366e-01],[-4.44516909e-02 -9.99011535e-01  6.15001240e-07],[ 0.9990109  -0.04445166 -0.00112619],[1 1 1]
AquaticAnimal/m74.obj,AquaticAnimal,162,336,336,0,0.329455,0.29659599999999997,0.95,1.0483366750433756,[0.184 0.169 0.712],[ 0.01687319 -0.44315729 -0.89628506],[ 0.99957785 -0.01372837  0.02560558],[ 0.02365184  0.89633874 -0.44273858],[1 1 1]
AquaticAnimal/m75.obj,AquaticAnimal,298,512,512,0,0.513384,0.27431099999999997,0.95,1.1141407703593833,[0.282 0.107 0.571],[9.99569088e-01 9.16946831e-04 2.93393469e-02],[-0.02934276  0.00396645  0.99956154],[ 8.00171598e-04 -9.99991713e-01  3.99165115e-03],[1 1 1]
AquaticAnimal/m76.obj,AquaticAnimal,1583,3164,3164,0,0.37093,0.32814,0.95,1.071337913312135,[0.21  0.184 0.697],[ 9.99999968e-01  7.36852752e-05 -2.42924738e-04],[-6.16493542e-05  9.98789986e-01  4.91788643e-02],[ 2.46254554e-04 -4.91788478e-02  9.98789958e-01],[1 1 1]
AquaticAnimal/m77.obj,AquaticAnimal,11578,23022,23022,0,0.95,0.382994,0.586203,1.1801772584001946,[0.36  0.152 0.395],[-0.40157377 -0.91581602 -0.00441764],[-0.062288    0.03212437 -0.99754109],[ 0.91370603 -0.40031117 -0.06994466],[1 1 1]
AquaticAnimal/m78.obj,AquaticAnimal,468,734,734,0,0.95,0.49165000000000003,0.40318099999999996,1.1431424413698408,[0.345 0.244 0.267],[ 0.15326978 -0.74825298  0.64546561],[-0.06926358  0.64344234  0.76235458],[-0.98575399 -0.16155318  0.04679359],[1 1 1]
AquaticAnimal/m79.obj,AquaticAnimal,166,226,226,0,0.95,0.231171,0.275958,1.0159197059832041,[0.543 0.087 0.185],[-0.00571812 -0.17225672 -0.9850355 ],[-0.11254589 -0.97868204  0.17179899],[ 0.99363008 -0.11184406  0.01379056],[1 1 1]
AquaticAnimal/m80.obj,AquaticAnimal,1104,2104,2104,0,0.95,0.283883,0.391001,1.0658195624447884,[0.503 0.118 0.184],[-0.16674497  0.96960731 -0.17904686],[0.00716541 0.18277592 0.98312849],[ 0.98597402  0.16264879 -0.0374246 ],[1 1 1]
AquaticAnimal/m81.obj,AquaticAnimal,857,1673,1673,0,0.38949999999999996,0.26599999999999996,0.95,1.0606442617579186,[0.217 0.109 0.545],[ 0.08465849 -0.04143986  0.99554793],[-0.99640968 -0.00269019  0.08461979],[8.28422658e-04 9.99137378e-01 4.15188294e-02],[1 1 1]
Bed/D00031.obj,Bed,1867,3590,3590,0,1.600092,1.434997,0.579696,2.226108319666633,[-0.166  0.056  0.023],[-0.04008442 -0.9982518  -0.04343481],[-0.99866358  0.04144445 -0.03087741],[ 0.03262356  0.04213906 -0.99857899],[-1  1  1]
Bed/D00110.obj,Bed,1926,3644,3644,0,1.64113,1.243046,0.559719,2.1334845661445505,[-0.031 -0.089 -0.09 ],[-0.00868114  0.02235222  0.99971247],[-0.10183366 -0.99457225  0.02135301],[ 0.99476356 -0.10161901  0.01091023],[-1 -1 -1]
Bed/D00121.obj,Bed,15368,24612,24612,0,1.698073,1.458173,0.94523,2.429646098541514,[-0.191  0.114  0.207],[0.06607827 0.07471922 0.99501291],[ 0.21046069 -0.97580213  0.05930003],[ 0.97536658  0.20549266 -0.08020478],[-1  1  1]
Bed/D00184.obj,Bed,7218,14204,14204,0,1.6876859999999998,1.5559310000000002,0.808304,2.4336311692146366,[-0.175 -0.079 -0.087],[0.11660257 0.05146459 0.99184436],[-0.34259695 -0.93527585  0.08880554],[ 0.93221841 -0.35015781 -0.09142396],[-1 -1 -1]
Bed/D00210.obj,Bed,22063,34247,34247,0,1.4848270000000001,1.399419,0.958927,2.254467952493226,[0.047 0.139 0.095],[ 0.11026464 -0.0731678   0.99120542],[-0.07383218  0.99392815  0.08158209],[ 0.99115615  0.08217848 -0.10419299],[1 1 1]
Bed/D00213.obj,Bed,2277,4536,4536,0,1.70258,0.869759,0.651224,2.019740595387685,[0.267 0.06  0.02 ],[ 0.01559071  0.08975032 -0.99584226],[ 0.04583483 -0.99498048 -0.08895507],[0.99882736 0.04425739 0.01962615],[ 1  1 -1]
Bed/D00217.obj,Bed,3238,6272,6272,0,1.724193,0.956709,0.726349,2.1013606262921654,[ 0.02  -0.05  -0.011],[-4.09564347e-05 -2.23070041e-01  9.74802419e-01],[ 0.01846125 -0.97463646 -0.22303129],[0.99982958 0.01798694 0.00415807],[ 1 -1  1]
Bed/D00307.obj,Bed,2644,5259,5259,0,1.811915,1.706044,0.6064419999999999,2.561521812619404,[-0.133 -0.07  -0.013],[-0.03385267 -0.99648686 -0.0766024 ],[-0.03944899 -0.07525431  0.99638374],[ 0.99864797 -0.03675214  0.03676284],[-1 -1  1]
Bed/D00322.obj,Bed,9342,14796,14796,0,1.807141,1.0147810000000002,1.041557,2.3195646264096634,[-0.049  0.126  0.144],[ 0.08342798 -0.23555554 -0.96827339],[ 0.08588654 -0.96634555  0.24248666],[0.99280576 0.10339183 0.06038921],[-1  1  1]
Bed/D00417.obj,Bed,12808,24736,24736,0,1.5959340000000002,1.1774900000000001,0.67706,2.0956856338811893,[-0.228  0.08   0.064],[-0.01937492 -0.02668557  0.9994561 ],[0.04739352 0.9984955  0.02757867],[ 0.99868837 -0.04790208  0.01808105],[-1  1  1]
Bed/D00538.obj,Bed,7136,13868,13868,0,1.676846,1.182285,0.737522,2.1802635229313454,[-0.005  0.115  0.103],[ 0.07730096 -0.04012556 -0.99620003],[ 0.05319842 -0.9976004   0.04430994],[0.99558751 0.05642147 0.07498085],[-1  1  1]
Bed/D00545.obj,Bed,415,838,838,0,1.709518,1.227082,0.7445839999999999,2.232170997057349,[-0.007  0.149  0.03 ],[ 0.01065294  0.00422776 -0.99993432],[ 0.05431846 -0.99851702 -0.00364308],[0.99846683 0.05427608 0.01086679],[1 1 1]
Bed/D00552.obj,Bed,6349,12251,12251,0,1.546605,1.435555,0.697371,2.2224156892199534,[ 0.204  0.127 -0.019],[-0.09820466 -0.16595739  0.98123085],[-0.9852973  -0.12230099 -0.11929664],[ 0.13980367 -0.9785196  -0.15150684],[ 1  1 -1]
Bed/D00565.obj,Bed,826,1628,1628,0,1.6888619999999999,1.324207,0.55545,2.2168228924280347,[ 0.145  0.101 -0.026],[ 0.0074984 -0.0637442  0.9979381],[ 0.15548405 -0.98575429 -0.06413423],[0.98780994 0.15564436 0.00251962],[-1  1 -1]
Bed/D00650.obj,Bed,3752,7443,7443,0,1.6968869999999998,0.928137,0.703578,2.0581267656832996,[-0.015 -0.082 -0.078],[-0.02542425 -0.02922961 -0.99924934],[-0.0451304  -0.99851977  0.03035653],[ 0.99865753 -0.04586831 -0.02406747],[-1 -1 -1]
Bed/D00735.obj,Bed,453,684,684,0,1.7583630000000001,1.4221949999999999,0.78874,2.39511791889126,[-0.132  0.124  0.047],[0.04735643 0.0846446  0.99528522],[-0.21428134 -0.97234514  0.09288932],[ 0.97562333 -0.21766996 -0.02790903],[-1  1  1]
Bed/D00836.obj,Bed,1563,3154,3154,0,1.7149610000000002,0.877766,0.902455,2.127437286808239,[-0.073  0.092  0.007],[-0.03226091  0.28735294 -0.95728132],[-0.15787125 -0.94722146 -0.27901287],[ 0.98693257 -0.14212599 -0.075923  ],[-1  1  1]
Bed/D00839.obj,Bed,16364,32648,32648,0,1.665043,1.4470589999999999,0.6426879999999999,2.2976935841565123,[ 0.039 -0.179  0.074],[ 0.0239254  -0.07737155  0.99671521],[-0.21012691 -0.97511799 -0.0706511 ],[ 0.97738133 -0.20774634 -0.03958793],[ 1 -1  1]
Bed/D00969.obj,Bed,13151,23918,23918,0,1.705187,1.497695,0.846262,2.4221710077197276,[-0.21  -0.112  0.011],[-0.03059484  0.00622028  0.99951251],[-0.23511742 -0.9719663  -0.00114804],[ 0.97148533 -0.23503793  0.03119965],[-1 -1  1]
Bed/D00988.obj,Bed,768,624,624,0,1.683397,1.152733,0.726602,2.165772216855226,[-0.027 -0.151 -0.076],[0.03859186 0.08758766 0.995409  ],[-0.05974809  0.99457104 -0.0851975 ],[ 0.99746721  0.05618586 -0.04361554],[-1 -1 -1]
Bed/m945.obj,Bed,8116,15659,15659,0,0.715004,0.788378,0.95,1.4266291006775378,[0.396 0.382 0.264],[-0.97370658  0.05360255  0.22140971],[ 0.22035183 -0.02497517  0.97510067],[0.05779763 0.99824997 0.01250707],[1 1 1]
Bed/m946.obj,Bed,449,644,644,0,0.469149,0.469147,0.95,1.158749192797993,[0.26 0.31 0.5 ],[ 1.13877498e-05 -1.00000000e+00  1.05386575e-05],[ 9.99999998e-01  1.13870566e-05 -6.57790271e-05],[-6.57789071e-05 -1.05394065e-05 -9.99999998e-01],[1 1 1]
Bed/m947.obj,Bed,441,584,584,0,0.696994,0.420454,0.95,1.251032454475902,[0.374 0.251 0.5  ],[ 1.90438909e-06 -9.97732796e-01 -6.72998318e-02],[ 1.00000000e+00  1.99064993e-06 -1.21467802e-06],[-1.34589451e-06  6.72998318e-02 -9.97732796e-01],[1 1 1]
Bed/m948.obj,Bed,4597,9038,9038,0,0.95,0.868382,0.936408,1.5916806339174954,[0.513 0.447 0.423],[-0.14074129 -0.9832638  -0.11569003],[-0.98940613  0.14388857 -0.01927678],[-0.03560064 -0.11175138  0.99309829],[1 1 1]
Bed/m949.obj,Bed,706,1388,1388,0,0.931207,0.95,0.464954,1.4091943439302472,[0.406 0.424 0.253],[ 0.0109408  -0.9999395   0.00113974],[0.00915563 0.00123994 0.99995732],[ 0.99989823  0.0109299  -0.00916864],[1 1 1]
Bed/m950.obj,Bed,437,724,724,0,0.7443839999999999,0.864227,0.95,1.4844176794234833,[0.397 0.445 0.5  ],[9.99999994e-01 1.05313186e-04 3.95088175e-05],[ 1.07614253e-04 -9.97972517e-01 -6.36462419e-02],[-3.27259255e-05 -6.36462457e-02  9.97972522e-01],[1 1 1]
Bed/m951.obj,Bed,363,572,572,0,0.7729469999999999,0.511752,0.95,1.3273421466649056,[0.411 0.317 0.298],[-0.00235773  0.99624699  0.08652388],[9.99997218e-01 2.35553009e-03 1.27578737e-04],[ 7.67096794e-05 -8.65239437e-02  9.96249769e-01],[1 1 1]
Bicycle/D00016.obj,Bicycle,2769,5049,5049,0,1.874254,1.258803,0.387782,2.2908050831201243,[ 0.044  0.058 -0.007],[-0.00691812 -0.00475342  0.99996477],[-0.02064141 -0.99977496 -0.00489533],[ 0.99976301 -0.02067455  0.00681844],[ 1  1 -1]
Bicycle/D00033.obj,Bicycle,2192,4448,4448,0,1.943924,1.093925,0.591641,2.307715644589255,[-0.078  0.069  0.003],[ 0.0058312  -0.0157484   0.99985898],[ 0.06242685 -0.99791997 -0.01608194],[ 0.99803251  0.06251182 -0.00483595],[-1  1  1]
Bicycle/D00040.obj,Bicycle,25426,50650,50650,0,1.9047939999999999,1.20297,0.6332409999999999,2.3401647735612547,[ 0.243  0.025 -0.024],[0.00554123 0.07744678 0.99698109],[-0.03915678 -0.99621495  0.0776049 ],[ 0.99921771 -0.0394686  -0.00248769],[ 1  1 -1]
Bicycle/D00077.obj,Bicycle,16416,32265,32265,0,1.891602,1.144849,0.6527350000000001,2.3054067622504277,[-0.06  -0.197 -0.008],[-8.37740802e-04  6.05586590e-02  9.98164289e-01],[ 0.20667477 -0.97660346  0.05942402],[ 0.97840934  0.20634516 -0.01169781],[-1 -1 -1]
Bicycle/D00078.obj,Bicycle,22674,44740,44740,0,1.88681,1.354488,0.7235400000000001,2.4327350554147897,[-0.01  -0.02  -0.016],[ 0.00273943 -0.05157209  0.99866552],[-0.1794874  -0.98247638 -0.05024371],[ 0.98375646 -0.17911023 -0.01194797],[ 1 -1 -1]
Bicycle/D00462.obj,Bicycle,56754,111471,111471,0,1.914858,1.20516,0.514608,2.3203260933386063,[-0.061  0.021 -0.004],[-0.02024782 -0.03165671  0.99929369],[ 0.03482564 -0.99891439 -0.03093906],[0.99918827 0.03417459 0.0213283 ],[-1  1 -1]
Bicycle/D00514.obj,Bicycle,6951,12939,12939,0,1.8681109999999999,1.2518820000000002,0.396718,2.283513175300068,[-0.091  0.063 -0.013],[0.00642718 0.01265968 0.99989921],[ 0.03615118 -0.99926916  0.01241932],[ 0.99932566  0.03606772 -0.00688015],[-1  1 -1]
Bicycle/D00536.obj,Bicycle,30832,60488,60488,0,1.9083160000000001,1.231255,0.897011,2.441779589766857,[-0.006  0.035 -0.001],[ 0.0161332  -0.00742291  0.9998423 ],[ 0.15874145 -0.98727064 -0.00989099],[ 0.98718837  0.15887599 -0.01474951],[ 1 -1 -1]
Bicycle/D00555.obj,Bicycle,34364,64544,64544,0,1.926602,1.2526549999999999,0.687827,2.398759220379986,[0.021 0.104 0.027],[-0.00507928  0.00419819  0.99997829],[-0.02502097 -0.99967864  0.00406984],[ 0.99967402 -0.02499975  0.00518269],[1 1 1]
Bicycle/D00558.obj,Bicycle,19417,37661,37661,0,1.953064,1.1239979999999998,0.520458,2.312727182757188,[-0.005 -0.021 -0.014],[-0.00760406 -0.00622171  0.99995173],[-0.06446607 -0.99789741 -0.00669916],[ 0.99789093 -0.0645139   0.00718698],[-1 -1 -1]
Bicycle/D00567.obj,Bicycle,436,916,916,0,1.914898,1.193422,0.555594,2.3237416193122673,[-0.018  0.045  0.007],[0.00221937 0.03280832 0.9994592 ],[-0.03209827 -0.99894431  0.0328627 ],[ 0.99948225 -0.03215385 -0.00116393],[-1  1  1]
Bicycle/D00621.obj,Bicycle,2769,5049,5049,0,1.871673,1.2704339999999998,0.387544,2.2950713974125074,[ 0.04   0.044 -0.009],[0.00801372 0.00409822 0.99995949],[-0.00649336  0.99997073 -0.00404623],[ 0.99994681  0.00646067 -0.00804009],[ 1  1 -1]
Bicycle/D00708.obj,Bicycle,22495,44110,44110,0,1.93589,1.211861,0.5886530000000001,2.358556662416657,[-0.002  0.005 -0.006],[0.00173454 0.0045781  0.99998802],[-0.21076879 -0.97752396  0.00484085],[ 9.77534403e-01 -2.10774658e-01 -7.30636001e-04],[-1  1 -1]
Bicycle/D00750.obj,Bicycle,3053,5484,5484,0,1.914939,1.55521,0.606948,2.540483299005329,[ 0.109 -0.062  0.077],[ 0.05078154 -0.08109072  0.99541224],[-0.06101372  0.99458457  0.08413595],[ 0.9968443   0.06500636 -0.04555889],[ 1 -1  1]
Bicycle/D00838.obj,Bicycle,23397,45925,45925,0,1.9149180000000001,1.198292,0.58231,2.3327879458039047,[ 0.013  0.008 -0.005],[-0.0029957   0.0018813   0.99999374],[ 0.16721687 -0.98591732  0.00235575],[0.98591559 0.16722289 0.00263893],[ 1 -1 -1]
Bicycle/D00847.obj,Bicycle,22672,44707,44707,0,1.9063219999999998,1.321302,0.723223,2.4295995658990805,[-0.033 -0.02   0.003],[-0.00633903  0.06458944  0.99789179],[ 0.2273665  -0.97168163  0.06433729],[ 0.97378863  0.22729499 -0.00852596],[-1 -1  1]
Bicycle/D00904.obj,Bicycle,5354,10548,10548,0,1.912909,1.2367219999999999,0.387386,2.310577862908108,[0.084 0.127 0.002],[-0.00364604  0.00432208  0.99998401],[ 0.12632712 -0.99197728  0.00474807],[0.99198194 0.12634241 0.00307079],[ 1  1 -1]
Bicycle/D00930.obj,Bicycle,29173,57224,57224,0,1.732735,1.3727010000000002,0.6797580000000001,2.312736378014148,[ 0.034 -0.089  0.002],[-0.01221299 -0.00405228 -0.99991721],[-0.01467259 -0.9998834   0.00423135],[ 0.99981776 -0.01472305 -0.01215211],[ 1 -1  1]
Bicycle/D00931.obj,Bicycle,32603,64230,64230,0,1.7704019999999998,1.084968,0.568906,2.152935865153442,[-0.044  0.103 -0.063],[-0.08568983 -0.19098641  0.97784531],[-0.16051367 -0.96598822 -0.20273658],[ 0.98330698 -0.17433     0.05211944],[-1  1 -1]
Bicycle/D00974.obj,Bicycle,6045,12065,12065,0,1.893956,1.134776,0.41957,2.2474040324365356,[ 0.119  0.062 -0.007],[-0.00524649  0.01828171  0.99981911],[ 0.23191496 -0.97255049  0.01900007],[9.72721916e-01 2.31972692e-01 8.62678028e-04],[1 1 1]
Bicycle/m1472.obj,Bicycle,524,846,846,0,0.38145799999999996,0.541816,0.95,1.158263693473986,[0.213 0.302 0.492],[-0.99981043 -0.01849254 -0.00609273],[-0.01943642  0.96641525  0.25624948],[-0.0011494  -0.25631932  0.96659148],[1 1 1]
Bicycle/m1473.obj,Bicycle,2192,4448,4448,0,0.95,0.532643,0.28907099999999997,1.126840986337469,[0.508 0.245 0.17 ],[-4.42927493e-04  3.86723018e-03  9.99992424e-01],[ 0.0487722  -0.99880238  0.00388423],[9.98809830e-01 4.87735546e-02 2.53783695e-04],[1 1 1]
Bicycle/m1475.obj,Bicycle,6049,12065,12065,0,0.95,0.488449,0.20733300000000002,1.0881495294719379,[0.486 0.217 0.137],[-0.01267323  0.0355779   0.99928655],[ 0.38161575 -0.92355104  0.03772122],[ 0.92423417  0.38182153 -0.00187272],[1 1 1]
Bicycle/m1476.obj,Bicycle,436,916,916,0,0.274675,0.549723,0.95,1.1314334856075279,[0.159 0.275 0.52 ],[-0.99989768  0.01420754 -0.00166557],[0.01393672 0.99378499 0.1104408 ],[-0.00322431 -0.11040628  0.99388131],[1 1 1]
Bicycle/m1477.obj,Bicycle,22682,44727,44727,0,0.95,0.591046,0.351031,1.1726287294267526,[0.497 0.313 0.208],[-0.03114308  0.06758109  0.99722761],[ 0.4896817  -0.86874115  0.07416629],[ 0.8713449   0.49063388 -0.00603795],[1 1 1]
Bicycle/m1478.obj,Bicycle,2769,5049,5049,0,0.95,0.586666,0.198576,1.1340676449542153,[0.484 0.25  0.12 ],[-0.00942812  0.01417855  0.99985503],[ 0.13060556 -0.99131652  0.01528901],[0.99138958 0.13073077 0.00749445],[1 1 1]
Biplane/D00069.obj,Biplane,3242,6326,6326,0,1.9685570000000001,1.000288,0.39858499999999997,2.2438054165675774,[-0.08  -0.097  0.019],[-0.00101789  0.0243319   0.99970342],[ 0.01012639  0.99965293 -0.02432036],[ 0.99994821 -0.01009863  0.00126393],[-1 -1  1]
Biplane/D00132.obj,Biplane,287,348,348,0,1.896194,1.2693919999999999,0.38481,2.3140843699830826,[-0.005 -0.003  0.003],[0.00351309 0.005883   0.99997652],[ 0.02113688 -0.99975972  0.00580747],[ 0.99977042  0.02111599 -0.00363659],[-1  1  1]
Biplane/D00178.obj,Biplane,10942,8057,8057,0,1.35761,1.061647,0.302748,1.7498158806608768,[-0.051  0.068 -0.007],[-0.03354029 -0.00846529  0.99940151],[-0.69239366 -0.72092301 -0.02934347],[ 0.72073995 -0.69296346  0.01831866],[-1  1 -1]
Biplane/D00199.obj,Biplane,2584,3764,3764,0,1.9321359999999999,1.46482,0.573418,2.49151667817416,[-0.055  0.099  0.023],[-0.03709806  0.9959745   0.08159983],[0.9987731  0.03427386 0.03574342],[ 0.03280279  0.08282572 -0.99602403],[-1  1  1]
Biplane/D00246.obj,Biplane,14082,9353,9353,0,1.983473,1.028037,0.332352,2.2586462908127074,[ 0.009 -0.038  0.017],[8.78416437e-04 1.06379151e-02 9.99943030e-01],[ 0.04043021 -0.9991262   0.01059371],[ 0.99918198  0.0404186  -0.00130774],[ 1  1 -1]
Biplane/D00276.obj,Biplane,567,916,916,0,1.779216,1.631255,0.946421,2.592742786880719,[-0.328  0.076  0.131],[ 0.17881603 -0.90872658 -0.3771483 ],[ 7.49182741e-04  3.83452201e-01 -9.23560419e-01],[-0.98388224 -0.16486486 -0.0692482 ],[-1 -1  1]
Biplane/D00277.obj,Biplane,22427,41567,41567,0,1.362668,1.8685610000000001,0.547377,2.3765533591893115,[-0.098 -0.043  0.009],[-0.01519528  0.06706694  0.99763276],[ 0.01720904  0.99761771 -0.06680381],[ 0.99973644 -0.0161532   0.01631323],[ 1 -1  1]
Biplane/D00320.obj,Biplane,9723,17476,17476,0,1.974712,1.179359,0.455504,2.3447513786841028,[-0.001  0.045  0.018],[-0.01151524  0.99987445 -0.0108849 ],[-0.99992689 -0.01155463 -0.00356315],[-0.00368847  0.01084307  0.99993441],[-1 -1  1]
Biplane/D00373.obj,Biplane,5941,12536,12536,0,1.530488,1.898203,0.622796,2.5166332678737677,[ 0.071  0.004 -0.019],[0.01561137 0.00572979 0.99986172],[ 0.09771984 -0.9952052   0.00417735],[ 0.99509151  0.09764112 -0.01609643],[ 1  1 -1]
Biplane/D00410.obj,Biplane,2167,4254,4254,0,1.922227,1.17958,0.404957,2.2913654854208656,[-0.151 -0.039 -0.061],[0.00192071 0.01015869 0.99994655],[-0.25380993 -0.96719913  0.01031353],[ 9.67252206e-01 -2.53816175e-01  7.20668360e-04],[-1 -1 -1]
Biplane/D00490.obj,Biplane,24998,46318,46318,0,1.8292190000000002,1.265565,0.481819,2.275927606042644,[ 0.079 -0.069  0.006],[-0.02596607  0.02168967  0.9994275 ],[ 0.92280847 -0.38390205  0.03230692],[ 0.38438299  0.92311905 -0.01004698],[ 1 -1  1]
